,0
canarito_82,0.002229699399213783
totalShareholderEquity,0.0022296007136964535
canarito_47,0.0022280424780284024
oper_cost,0.002226243758374854
comm_comm,0.0022254984222105007
totalAssets,0.002224368339338747
prof_surp,0.002222568612324529
oper_esti,0.0022202543724430786
inco_inte,0.0022202220550721933
oper_surp,0.0022153892312732106
canarito_37,0.002214284064909824
canarito_81,0.0022109113834935406
netIncome_y,0.002208660042263702
cash_inte,0.0022080798623512407
canarito_69,0.002206279043869171
comm_proc,0.002204789889026979
oper_sell,0.002201966987650887
reta_cost,0.0022014392627357337
cost_repo,0.002198151946605951
operatingExpenses,0.0021975670978593743
tota_repo,0.0021905062790369117
canarito_19,0.0021903524810887916
retainedEarnings,0.0021887277134016326
canarito_92,0.0021886272419500597
cashAndShortTermInvestments,0.0021876571590627226
inco_shor,0.0021868214681780274
canarito_77,0.0021840222684102583
tota_comm,0.0021837372864119227
canarito_55,0.002181569423439108
canarito_56,0.0021799773352698675
canarito_52,0.0021729168224248934
canarito_96,0.0021728038382413033
comp_chan,0.002168851793419206
canarito_79,0.002168393619979298
comm_ebit,0.002163888159042353
cost_reta,0.00216387453815989
canarito_94,0.0021636322970125872
costofGoodsAndServicesSold,0.002163411872268725
canarito_16,0.002162112986251968
reta_cash,0.002161027745678962
canarito_43,0.002157690356716735
chan_cash,0.0021569148716917143
ebit_chan,0.0021559999014912757
reta_shor,0.0021533802381010986
ebit_othe,0.0021513757852302563
inco_oper,0.0021500406877182567
chan_cost,0.002149907921387039
totalNonCurrentAssets,0.002149447622589859
depreciationDepletionAndAmortization,0.0021484407267459717
comm_tota,0.0021458339318152085
canarito_11,0.0021439557299311055
cost_inte,0.002143370247627847
depr_chan,0.0021425566117594806
chan_repo,0.002142422987620413
cash_repo,0.0021405631135621543
incomeBeforeTax,0.0021397230840519417
prof_oper,0.002137376448500638
depr_esti,0.0021354692507264774
comp_comm,0.0021324044747584874
canarito_67,0.0021306525097958286
canarito_76,0.0021280115914263198
comp_esti,0.0021273000721730912
comp_cost,0.002123386721895398
cash_oper,0.002123285922695745
inco_reta,0.0021229181509566245
ebit_oper,0.002122801782777041
oper_prop,0.002122290512909117
profitLoss,0.002120755962657027
canarito_80,0.002119046933152886
ebit_cash,0.002118204907491122
canarito_20,0.0021180602082022148
canarito_27,0.0021177101315332956
reta_othe,0.0021176259417335684
inco_chan,0.0021168049433800164
depreciationAndAmortization,0.0021143707654054846
canarito_25,0.002114112212499635
depr_surp,0.002112963204528969
surp_proc,0.0021128152568159605
interestExpense,0.0021107477754097083
othe_depr,0.0021104817610892207
inco_comm,0.002108719287986317
cost_inco,0.002108174410741172
canarito_0,0.002102267835134133
canarito_2,0.0021017071575400097
ebit_esti,0.002101631135635641
cashflowFromFinancing,0.002100010604031867
prof_netI,0.002097591936782396
tota_tota,0.002096602951477903
canarito_35,0.0020944841197870863
comp_repo,0.002093967932384292
canarito_98,0.002093901643108104
totalNonCurrentLiabilities,0.0020935289686953578
canarito_28,0.0020902841877481534
canarito_72,0.0020882254187750715
tota_shor,0.0020878976621958602
gros_depr,0.0020869196259713186
comm_capi,0.002085040507406479
cash_surp,0.00208478051161036
oper_repo,0.0020838937940851595
canarito_14,0.0020827451047507836
canarito_8,0.002079487288963605
othe_othe,0.002077463548368265
reta_repo,0.002075526015313962
canarito_9,0.0020752572011513413
depr_cost,0.002075112397960321
canarito_4,0.0020728312026073036
cash_capi,0.0020723002360865726
prof_shor,0.002071018656983292
canarito_30,0.0020694563864914997
cost_othe,0.0020693392632366654
canarito_39,0.0020657486093246602
canarito_64,0.0020652535454737412
ebit_repo,0.0020647240140575234
inco_sell,0.002064642325986562
canarito_87,0.0020635986673768975
canarito_50,0.0020629016870803464
ebit_proc,0.002060587031404707
comm_inco,0.0020601568697835625
changeInCashAndCashEquivalents,0.002056593864699424
gros_ebit,0.0020561168287589935
canarito_60,0.002053829486435253
chan_proc,0.0020530197263742976
proceedsFromRepurchaseOfEquity,0.0020504146906478644
tota_ebit,0.0020497420777182327
othe_oper,0.0020487947601030474
othe_esti,0.002048629924662063
cash_tota,0.002047083848989516
surp_surp,0.002045943994620304
prof_cost,0.002041547058095337
canarito_88,0.0020361828735666527
prof_repo,0.0020339663819780095
canarito_49,0.0020319194069012576
commonStock,0.0020283144746675794
prof_chan,0.0020259212572355757
comp_ebit,0.002019192268468379
canarito_66,0.002018881921798298
oper_depr,0.0020178493685275947
canarito_71,0.002016612887170651
comm_othe,0.002012853569852833
reta_capi,0.002008814680456052
inco_proc,0.002008088370010981
comp_reta,0.0020078422456729656
canarito_65,0.002006630338370816
tota_cost,0.002002931931303921
canarito_70,0.0020016907043173345
comp_prop,0.0020010910924600557
chan_inte,0.0020008209782959026
canarito_21,0.002000551168418991
othe_cost,0.0019991970363244936
cash_cash,0.001998642714084378
depr_othe,0.0019980693360496667
oper_proc,0.001996079833186423
prof_sell,0.001985598078573414
canarito_59,0.0019784617162049343
oper_netI,0.0019782479799185172
canarito_24,0.001970627015063916
canarito_90,0.0019618143934003133
prof_ebit,0.0019616965359868298
gros_capi,0.001961361675175633
gros_proc,0.001960894344430392
chan_netI,0.0019585653992528883
canarito_31,0.001957322287320962
othe_proc,0.0019543928646169216
canarito_40,0.0019536534388342524
depr_netI,0.0019533751687473085
depr_ebit,0.001952431229579829
gros_netI,0.0019522396360451139
depr_inco,0.0019512478386651713
canarito_3,0.0019502182421922284
canarito_61,0.0019481602606326862
cash_comm,0.0019467607220922819
canarito_18,0.0019422224501155728
cost_depr,0.0019406738229851375
incomeTaxExpense,0.0019379130973007927
chan_oper,0.0019373532945252466
oper_othe,0.0019332138800329296
ebit_capi,0.0019324848901385882
canarito_48,0.0019246680187510474
inco_comp,0.001920568461711414
othe_capi,0.0019187066000668225
chan_sell,0.001917085699701724
prof_comm,0.0019170363681406419
comp_inco,0.0019149773528972347
reta_esti,0.0019114440497853
chan_othe,0.0019110383304993817
depr_comm,0.0019077770573396405
depr_proc,0.001906880561805782
comm_surp,0.0019067252339102167
canarito_36,0.001906688739718893
chan_ebit,0.0018989509884500407
reta_proc,0.0018988492932058463
inco_cost,0.0018980302607192847
canarito_1,0.0018956942714116259
inco_ebit,0.0018947042476013757
canarito_44,0.001887724855422746
cost_capi,0.0018871340588276525
tota_proc,0.0018868353605628943
netIncome_x,0.0018789395206322585
cash_othe,0.0018769447301488938
gros_prof,0.0018757421703992682
chan_prop,0.0018669265034037409
canarito_85,0.001861543673205949
prof_tota,0.0018576469237020718
canarito_17,0.0018563290638740808
depr_capi,0.0018561107823176165
comprehensiveIncomeNetOfTax,0.001853986670207648
chan_esti,0.001844859154600832
chan_inco,0.001838816736914284
chan_tota,0.0018369849651722276
comp_inte,0.0018316230261282952
prof_proc,0.0018278504372650623
shortLongTermDebtTotal,0.0018265147062383855
inco_repo,0.001819571930547763
inco_tota,0.0018173786948667428
comp_proc,0.0018040943320136497
prof_cash,0.0018026980764092844
cash_prof,0.0017983607198510745
comp_capi,0.001793583602284428
cost_prof,0.0017918808179240525
comp_tota,0.0017915576970845087
prof_inte,0.0017854073909419283
cost_netI,0.0017839860875204082
comp_depr,0.0017828202083397385
cost_ebit,0.0017823326224630609
inco_depr,0.0017790090073131065
depr_prof,0.0017775703157769398
cash_proc,0.0017723798369969387
cash_esti,0.0017716322415817986
comp_cash,0.0017632593138285013
inco_othe,0.0017481846459339412
comp_sell,0.0017268383780512451
prof_othe,0.0017229719038026553
comp_shor,0.0016927237921264037
tota_capi,0.0016869030582771745
cost_proc,0.0016832148855465176
othe_prof,0.0016767598193081837
inco_capi,0.00166859003255047
inco_surp,0.001668291447929321
tota_prof,0.001663886910985571
ebit_prof,0.0016497062005757241
inco_prop,0.001647184685856412
comp_oper,0.0016425455891494747
prof_esti,0.0016382989867105727
inco_prof,0.0015877267681164127
comm_prof,0.0015706544087717186
depr_oper,0.0015529184245355694
chan_capi,0.0015327643705289379
comp_prof,0.0015203931437950484
reta_prof,0.001518166502842047
cost_tota,0.001511947141809794
oper_prof,0.001496532826203572
comp_othe,0.0014666931210009931
inco_netI,0.0014240129913918943
prof_capi,0.0013089796396326683
prof_inco,0.001179006602456548
repo_shor,0.0010172327295513968
surp_shor,0.0006069357380837644
repo_oper,0.0005092061622180575
repo_ebit,0.0004183170367067751
repo_capi,0.00039106703536610055
surp_capi,0.0003644976105881102
surp_ebit,0.0002559482009966092
surp_tota,0.00025255217768956257
surp_sell,0.0002488121647256666
repo_sell,0.00024160470258994884
surp_oper,0.00023227677605121066
surp_cash,0.0002254185139792689
repo_tota,0.00021387096434606747
repo_cash,0.00019313922584335175
repo_othe,0.00018459294369419597
repo_surp,0.000175276778324676
surp_inco,0.0001546489706786848
surp_othe,0.0001476595638022871
surp_prop,0.00014270928869337382
surp_netI,0.00012378639573939364
surp_inte,0.00011212950147432245
repo_prop,0.00011152372831111004
surp_comm,8.812244533316406e-05
surp_cost,8.728019911865106e-05
repo_netI,7.708650553963277e-05
repo_inte,4.283926864040144e-05
repo_comm,3.4706940167071497e-05
chan_surp,2.3443625406816408e-05
repo_cost,1.3679650323311302e-05
repo_inco,0.0
